business_id,users
5ts_r4K6y103zNXt0k6nEg,"[{'name': 'Lynn', 'yelping_since': '11/12/2013 16:18', 'review_count': '35'}, {'name': 'David', 'yelping_since': '4/28/2013 4:01', 'review_count': '11'}, {'name': 'Amy', 'yelping_since': '5/24/2014 14:59', 'review_count': '10'}, {'name': 'Mindy', 'yelping_since': '6/8/2015 10:19', 'review_count': '9'}, {'name': 'Jerry', 'yelping_since': '7/1/2011 14:11', 'review_count': '31'}, {'name': 'Melanie', 'yelping_since': '4/21/2011 20:55', 'review_count': '12'}, {'name': 'Glen', 'yelping_since': '3/29/2014 17:03', 'review_count': '15'}, {'name': 'Kathy', 'yelping_since': '4/3/2013 16:58', 'review_count': '2'}, {'name': 'Matt', 'yelping_since': '4/3/2008 16:25', 'review_count': '431'}, {'name': 'Jason', 'yelping_since': '6/22/2012 22:19', 'review_count': '108'}]"
UXqm21CiFIojOZdALb-AaA,"[{'name': 'Lynn', 'yelping_since': '11/12/2013 16:18', 'review_count': '35'}, {'name': 'Sydnie', 'yelping_since': '12/28/2013 3:33', 'review_count': '7'}, {'name': 'Kim', 'yelping_since': '1/12/2015 22:14', 'review_count': '19'}, {'name': 'S', 'yelping_since': '1/23/2012 20:02', 'review_count': '35'}, {'name': 'Fairbi', 'yelping_since': '4/21/2010 21:41', 'review_count': '191'}, {'name': 'Matthew', 'yelping_since': '2/8/2013 17:35', 'review_count': '77'}, {'name': 'Adam', 'yelping_since': '4/29/2010 1:42', 'review_count': '37'}, {'name': 'L.T.', 'yelping_since': '8/16/2012 15:29', 'review_count': '140'}, {'name': 'Brad', 'yelping_since': '11/10/2009 0:10', 'review_count': '1642'}, {'name': 'Jeff', 'yelping_since': '9/19/2013 5:33', 'review_count': '349'}]"
uCHdWwomBaXwBkUww5kYGQ,"[{'name': 'Lynn', 'yelping_since': '11/12/2013 16:18', 'review_count': '35'}, {'name': 'Samantha', 'yelping_since': '3/5/2016 16:01', 'review_count': '12'}, {'name': 'Aaliyah', 'yelping_since': '7/25/2014 20:42', 'review_count': '7'}, {'name': 'Chris', 'yelping_since': '1/5/2012 2:40', 'review_count': '37'}, {'name': 'Lisa', 'yelping_since': '1/22/2012 3:44', 'review_count': '49'}, {'name': 'Arturo', 'yelping_since': '9/1/2014 12:00', 'review_count': '10'}, {'name': 'Jerry', 'yelping_since': '8/30/2013 19:26', 'review_count': '208'}, {'name': 'Nicole', 'yelping_since': '8/20/2007 17:15', 'review_count': '158'}, {'name': 'Jeff', 'yelping_since': '6/29/2009 15:26', 'review_count': '282'}, {'name': 'Mike', 'yelping_since': '10/27/2007 18:44', 'review_count': '1360'}]"
IMu-TDHot24Y0X7ESLxHyA,"[{'name': 'Lynn', 'yelping_since': '11/12/2013 16:18', 'review_count': '35'}, {'name': 'Mindy', 'yelping_since': '6/8/2015 10:19', 'review_count': '9'}, {'name': 'Rebecca', 'yelping_since': '6/1/2012 17:00', 'review_count': '11'}, {'name': 'Christopher', 'yelping_since': '2/2/2017 3:02', 'review_count': '165'}, {'name': 'Megan', 'yelping_since': '2/20/2011 2:14', 'review_count': '174'}, {'name': 'Deanne', 'yelping_since': '4/6/2012 2:30', 'review_count': '10'}, {'name': 'Ruger', 'yelping_since': '7/19/2014 22:14', 'review_count': '30'}, {'name': 'Jon', 'yelping_since': '7/19/2010 22:30', 'review_count': '41'}, {'name': 'Chris', 'yelping_since': '11/29/2008 0:57', 'review_count': '35'}, {'name': 'Brian', 'yelping_since': '2/3/2011 1:49', 'review_count': '191'}]"
GGecutXeoEVlYKoxVo2WPA,"[{'name': 'Lynn', 'yelping_since': '11/12/2013 16:18', 'review_count': '35'}, {'name': 'S', 'yelping_since': '5/14/2013 6:16', 'review_count': '19'}, {'name': 'Shawna', 'yelping_since': '7/26/2015 23:20', 'review_count': '4'}, {'name': 'Kristen', 'yelping_since': '3/8/2011 3:31', 'review_count': '13'}, {'name': 'Lucy', 'yelping_since': '9/3/2010 0:18', 'review_count': '48'}, {'name': 'Ron', 'yelping_since': '11/30/2013 6:12', 'review_count': '47'}, {'name': 'Ron', 'yelping_since': '11/30/2013 6:12', 'review_count': '47'}, {'name': 'Peter', 'yelping_since': '10/15/2010 3:08', 'review_count': '5'}, {'name': 'Danny', 'yelping_since': '2/27/2012 18:03', 'review_count': '19'}, {'name': 'Jenna', 'yelping_since': '2/24/2014 16:37', 'review_count': '9'}]"
qXoVYptJRQg6Jt7NLvGv-A,"[{'name': 'Eric', 'yelping_since': '5/13/2016 22:32', 'review_count': '5'}, {'name': 'Carlos', 'yelping_since': '8/24/2014 0:36', 'review_count': '21'}, {'name': 'John', 'yelping_since': '2/17/2011 1:22', 'review_count': '20'}, {'name': 'Mike', 'yelping_since': '9/14/2009 4:18', 'review_count': '48'}, {'name': 'Jamey', 'yelping_since': '7/17/2015 0:20', 'review_count': '4'}, {'name': 'Naomi', 'yelping_since': '1/19/2016 1:26', 'review_count': '11'}, {'name': 'Greg', 'yelping_since': '1/27/2017 22:24', 'review_count': '2'}, {'name': 'Greg', 'yelping_since': '1/27/2017 22:24', 'review_count': '2'}, {'name': 'Anthony', 'yelping_since': '7/21/2012 17:08', 'review_count': '3'}, {'name': 'Deborah', 'yelping_since': '11/14/2010 1:10', 'review_count': '55'}]"
S_bG5WWbtNXhhY9Y0GTcSg,"[{'name': 'Klaudia', 'yelping_since': '1/11/2017 20:04', 'review_count': '2'}, {'name': 'Allen', 'yelping_since': '8/28/2010 19:48', 'review_count': '49'}, {'name': 'Adrienne', 'yelping_since': '7/19/2015 18:18', 'review_count': '95'}, {'name': 'Mon-Cheri', 'yelping_since': '7/22/2009 21:02', 'review_count': '119'}, {'name': 'k', 'yelping_since': '8/15/2008 16:54', 'review_count': '21'}, {'name': 'Lezette', 'yelping_since': '10/22/2015 18:06', 'review_count': '7'}, {'name': 'Liz', 'yelping_since': '7/2/2012 2:25', 'review_count': '189'}, {'name': 'A', 'yelping_since': '7/11/2012 21:08', 'review_count': '5'}, {'name': 'Neema', 'yelping_since': '1/28/2012 18:15', 'review_count': '1'}, {'name': 'Kim', 'yelping_since': '8/15/2012 18:36', 'review_count': '29'}]"
hRL_qCrcu9UL773su0QabQ,"[{'name': 'Angela', 'yelping_since': '5/7/2016 6:29', 'review_count': '1'}, {'name': 'Christina', 'yelping_since': '4/1/2013 15:39', 'review_count': '95'}, {'name': 'Joseph', 'yelping_since': '12/31/2013 6:15', 'review_count': '2'}, {'name': 'Jim', 'yelping_since': '4/8/2009 14:59', 'review_count': '1'}, {'name': 'Michael', 'yelping_since': '9/8/2015 14:32', 'review_count': '16'}, {'name': 'Audrey', 'yelping_since': '3/25/2011 7:52', 'review_count': '11'}, {'name': 'Kirk N Marquita', 'yelping_since': '2/22/2014 19:02', 'review_count': '3'}, {'name': 'Thom', 'yelping_since': '5/25/2012 5:18', 'review_count': '13'}, {'name': 'Rachel', 'yelping_since': '3/2/2009 21:28', 'review_count': '66'}, {'name': 'Brian', 'yelping_since': '11/23/2008 16:03', 'review_count': '4'}]"
s1w7weo4AffZXrz6oRcVww,"[{'name': 'Zainab', 'yelping_since': '8/8/2017 5:50', 'review_count': '2'}, {'name': 'Glenn', 'yelping_since': '12/16/2008 3:39', 'review_count': '416'}, {'name': 'Shawndrea', 'yelping_since': '1/30/2012 5:40', 'review_count': '12'}, {'name': 'Alie', 'yelping_since': '1/22/2009 19:52', 'review_count': '683'}, {'name': 'Ellen', 'yelping_since': '9/13/2014 20:24', 'review_count': '8'}, {'name': 'Lyra', 'yelping_since': '8/12/2017 0:29', 'review_count': '12'}, {'name': 'Jackman', 'yelping_since': '4/6/2014 18:35', 'review_count': '81'}, {'name': 'Chelsea', 'yelping_since': '4/20/2010 10:21', 'review_count': '116'}, {'name': 'David', 'yelping_since': '12/9/2010 18:51', 'review_count': '12'}, {'name': 'Lindsey', 'yelping_since': '1/11/2010 4:24', 'review_count': '1021'}]"
db12Hn9hdoE-Ne4_NsVKSw,"[{'name': 'Colin', 'yelping_since': '2/23/2016 19:23', 'review_count': '2'}, {'name': 'jb', 'yelping_since': '12/31/2010 19:19', 'review_count': '29'}, {'name': 'Emily', 'yelping_since': '9/22/2010 1:43', 'review_count': '10'}, {'name': 'Steven', 'yelping_since': '6/12/2014 22:47', 'review_count': '14'}, {'name': 'TJ', 'yelping_since': '12/14/2016 0:28', 'review_count': '4'}, {'name': 'Greg', 'yelping_since': '10/3/2017 17:29', 'review_count': '1'}, {'name': 'Eric', 'yelping_since': '8/13/2013 23:07', 'review_count': '25'}, {'name': 'Rosa', 'yelping_since': '12/6/2014 6:56', 'review_count': '6'}, {'name': 'Courtney', 'yelping_since': '7/16/2016 1:47', 'review_count': '18'}, {'name': 'Karla', 'yelping_since': '2/14/2012 10:25', 'review_count': '48'}]"
VrIskBdLuRxS0HsSimJOhA,"[{'name': 'Audra', 'yelping_since': '5/4/2012 21:27', 'review_count': '3'}, {'name': 'Reno', 'yelping_since': '9/13/2014 20:31', 'review_count': '1'}, {'name': 'Amber', 'yelping_since': '5/24/2016 6:55', 'review_count': '6'}, {'name': 'Kristen', 'yelping_since': '1/7/2011 2:30', 'review_count': '22'}, {'name': 'William', 'yelping_since': '3/12/2011 8:15', 'review_count': '197'}, {'name': 'Dave', 'yelping_since': '8/15/2011 0:00', 'review_count': '11'}, {'name': 'Vic', 'yelping_since': '1/29/2012 16:22', 'review_count': '9'}, {'name': 'antonio', 'yelping_since': '2/22/2011 3:47', 'review_count': '4'}, {'name': 'Jaswant A.', 'yelping_since': '11/14/2011 0:55', 'review_count': '576'}, {'name': 'brad', 'yelping_since': '3/11/2011 21:45', 'review_count': '161'}]"
ibOX3CypYVz0nJhCN5Wmcw,"[{'name': 'Erick', 'yelping_since': '7/8/2015 2:26', 'review_count': '1'}, {'name': 'Doit', 'yelping_since': '11/10/2017 14:41', 'review_count': '3'}, {'name': 'j', 'yelping_since': '8/9/2009 14:02', 'review_count': '37'}, {'name': 'Manuel', 'yelping_since': '7/13/2011 6:17', 'review_count': '11'}, {'name': 'Rob', 'yelping_since': '1/8/2012 1:23', 'review_count': '27'}, {'name': 'Eli', 'yelping_since': '4/21/2014 2:12', 'review_count': '1'}, {'name': 'Mahesh', 'yelping_since': '2/3/2010 15:27', 'review_count': '33'}, {'name': 'Mahesh', 'yelping_since': '2/3/2010 15:27', 'review_count': '33'}, {'name': 'Mahesh', 'yelping_since': '2/3/2010 15:27', 'review_count': '33'}, {'name': 'Mahesh', 'yelping_since': '2/3/2010 15:27', 'review_count': '33'}]"
FJrI8DmhZX55GLS2eWasZA,"[{'name': 'Rhoni', 'yelping_since': '12/21/2013 23:26', 'review_count': '1'}, {'name': 'Haley', 'yelping_since': '4/8/2014 17:40', 'review_count': '5'}, {'name': 'Alex', 'yelping_since': '7/25/2013 11:09', 'review_count': '21'}, {'name': 'Judy', 'yelping_since': '2/10/2016 0:49', 'review_count': '2'}, {'name': 'Adrienne', 'yelping_since': '7/19/2015 18:18', 'review_count': '95'}, {'name': 'Jennifer', 'yelping_since': '8/13/2011 20:45', 'review_count': '10'}, {'name': 'Daniel', 'yelping_since': '10/16/2016 7:20', 'review_count': '8'}, {'name': 'Ryan', 'yelping_since': '5/4/2014 1:49', 'review_count': '3'}, {'name': 'H', 'yelping_since': '3/2/2014 23:04', 'review_count': '10'}, {'name': 'Garrett', 'yelping_since': '8/4/2013 17:47', 'review_count': '6'}]"
dHTGzM4_3kKEiQvab9mi9A,"[{'name': 'Brenda', 'yelping_since': '1/30/2012 4:59', 'review_count': '13'}, {'name': 'Jacob', 'yelping_since': '10/18/2014 22:27', 'review_count': '22'}, {'name': 'D', 'yelping_since': '9/3/2010 20:10', 'review_count': '163'}, {'name': 'Gabby', 'yelping_since': '7/24/2014 22:24', 'review_count': '33'}, {'name': 'Catie', 'yelping_since': '6/16/2015 22:06', 'review_count': '2'}, {'name': 'Jeannie', 'yelping_since': '6/12/2015 22:08', 'review_count': '2'}, {'name': 'Phil', 'yelping_since': '8/4/2014 0:36', 'review_count': '47'}, {'name': 'Unknown', 'yelping_since': '9/7/2012 3:29', 'review_count': '14'}, {'name': 'Stacy', 'yelping_since': '1/29/2010 14:06', 'review_count': '261'}, {'name': 'Jason', 'yelping_since': '3/1/2014 22:45', 'review_count': '3'}]"
eJab5373h0eZiOYnMPG4dg,"[{'name': 'Winter', 'yelping_since': '8/16/2012 18:27', 'review_count': '14'}, {'name': 'Tarek', 'yelping_since': '9/14/2008 23:51', 'review_count': '260'}, {'name': 'Dottsy', 'yelping_since': '4/14/2008 23:04', 'review_count': '204'}, {'name': 'Rebecca', 'yelping_since': '2/18/2014 19:04', 'review_count': '11'}, {'name': 'Kristen', 'yelping_since': '1/7/2011 2:30', 'review_count': '22'}, {'name': 'Cowmix', 'yelping_since': '10/13/2008 2:27', 'review_count': '5'}, {'name': 'Fast', 'yelping_since': '10/11/2014 12:52', 'review_count': '34'}, {'name': 'Linda', 'yelping_since': '5/29/2013 9:23', 'review_count': '225'}, {'name': 'Linda', 'yelping_since': '5/29/2013 9:23', 'review_count': '225'}, {'name': 'Kewal', 'yelping_since': '9/3/2008 16:42', 'review_count': '28'}]"
iKu39ukwouxw4uSzYUrScg,"[{'name': 'Winter', 'yelping_since': '8/16/2012 18:27', 'review_count': '14'}, {'name': 'Kristy', 'yelping_since': '10/2/2011 0:08', 'review_count': '5'}, {'name': 'David', 'yelping_since': '2/19/2013 3:35', 'review_count': '13'}, {'name': 'Cristina', 'yelping_since': '4/22/2012 19:03', 'review_count': '1'}, {'name': 'Jacob', 'yelping_since': '12/12/2014 18:05', 'review_count': '13'}, {'name': 'Julie', 'yelping_since': '3/26/2018 1:08', 'review_count': '12'}, {'name': 'K', 'yelping_since': '5/5/2018 3:16', 'review_count': '2'}, {'name': 'Iracel', 'yelping_since': '6/22/2018 0:07', 'review_count': '10'}, {'name': 'Lori', 'yelping_since': '3/22/2011 1:23', 'review_count': '1'}, {'name': 'T', 'yelping_since': '2/22/2015 23:15', 'review_count': '7'}]"
Wy-HIb6sLouYv4-aMcV7zw,"[{'name': 'Abigail', 'yelping_since': '12/24/2017 11:22', 'review_count': '3'}, {'name': 'Tricia', 'yelping_since': '8/12/2014 1:24', 'review_count': '315'}, {'name': 'Iracel', 'yelping_since': '6/22/2018 0:07', 'review_count': '10'}, {'name': 'Haneen', 'yelping_since': '3/19/2014 23:03', 'review_count': '468'}, {'name': 'Victor', 'yelping_since': '10/22/2013 15:31', 'review_count': '12'}, {'name': 'Esmy', 'yelping_since': '8/15/2015 2:33', 'review_count': '4'}, {'name': 'Trinny', 'yelping_since': '9/10/2012 17:27', 'review_count': '194'}, {'name': 'Trinny', 'yelping_since': '9/10/2012 17:27', 'review_count': '194'}, {'name': 'Ashley', 'yelping_since': '3/21/2017 6:17', 'review_count': '2'}, {'name': 'Amanda', 'yelping_since': '3/30/2014 7:09', 'review_count': '13'}]"
EIL41z-hvVCeYHqfA9PyWQ,"[{'name': 'Elizabeth', 'yelping_since': '2/3/2014 14:42', 'review_count': '4'}, {'name': 'Renate', 'yelping_since': '7/21/2011 17:10', 'review_count': '14'}, {'name': 'Judi', 'yelping_since': '6/12/2012 21:17', 'review_count': '9'}, {'name': 'Roger', 'yelping_since': '11/28/2012 17:28', 'review_count': '5'}, {'name': 'Margaret', 'yelping_since': '8/27/2011 22:16', 'review_count': '23'}, {'name': 'Alma', 'yelping_since': '10/29/2015 23:58', 'review_count': '12'}, {'name': 'A', 'yelping_since': '10/7/2014 2:11', 'review_count': '6'}, {'name': 'Angela', 'yelping_since': '7/12/2017 1:40', 'review_count': '3'}, {'name': 'Omar', 'yelping_since': '8/1/2015 20:38', 'review_count': '8'}, {'name': 'Fatima', 'yelping_since': '2/28/2014 18:42', 'review_count': '25'}]"
DUAKXNEh7c2v8mu8nWKYOg,"[{'name': 'Joe', 'yelping_since': '5/23/2014 4:19', 'review_count': '2'}, {'name': 'Michele', 'yelping_since': '12/31/2012 15:33', 'review_count': '176'}, {'name': 'Matt', 'yelping_since': '7/18/2016 20:18', 'review_count': '4'}, {'name': 'Honey', 'yelping_since': '5/24/2014 3:20', 'review_count': '114'}, {'name': 'Marisa', 'yelping_since': '4/2/2014 18:16', 'review_count': '25'}, {'name': 'A', 'yelping_since': '5/27/2011 13:59', 'review_count': '151'}, {'name': 'E', 'yelping_since': '5/14/2014 21:36', 'review_count': '7'}, {'name': 'Jacob', 'yelping_since': '7/21/2013 4:35', 'review_count': '86'}, {'name': 'Angela', 'yelping_since': '12/17/2012 1:17', 'review_count': '37'}, {'name': 'Dr. M', 'yelping_since': '6/7/2010 18:50', 'review_count': '154'}]"
TVYJx5iUkLJFiuiXc8rxEQ,"[{'name': 'Bob', 'yelping_since': '6/11/2013 22:09', 'review_count': '196'}, {'name': 'Lani', 'yelping_since': '11/18/2013 0:26', 'review_count': '117'}, {'name': 'Derek', 'yelping_since': '5/30/2010 2:27', 'review_count': '41'}, {'name': 'Jesse', 'yelping_since': '12/18/2008 18:16', 'review_count': '18'}, {'name': 'Ryan', 'yelping_since': '10/21/2009 18:56', 'review_count': '2'}, {'name': 'Regina', 'yelping_since': '11/22/2011 1:49', 'review_count': '57'}, {'name': 'Sarah', 'yelping_since': '3/13/2012 2:07', 'review_count': '6'}, {'name': 'Ron', 'yelping_since': '7/13/2015 0:54', 'review_count': '93'}, {'name': 'Ron', 'yelping_since': '7/13/2015 0:54', 'review_count': '93'}, {'name': 'Kimberly', 'yelping_since': '7/12/2009 1:03', 'review_count': '718'}]"
nChi_8Gygb6NUMa_kg_tlQ,"[{'name': 'Bob', 'yelping_since': '6/11/2013 22:09', 'review_count': '196'}, {'name': 'Felicia', 'yelping_since': '9/17/2012 17:48', 'review_count': '23'}, {'name': 'Christine', 'yelping_since': '5/31/2011 6:59', 'review_count': '12'}, {'name': 'Nancy', 'yelping_since': '2/22/2015 21:13', 'review_count': '4'}, {'name': 'Josephine', 'yelping_since': '5/26/2009 23:29', 'review_count': '49'}, {'name': 'Anne Marie', 'yelping_since': '1/26/2017 22:45', 'review_count': '3'}, {'name': 'Fernando', 'yelping_since': '12/24/2010 13:23', 'review_count': '38'}, {'name': 'Erwin', 'yelping_since': '5/28/2016 23:14', 'review_count': '3'}, {'name': 'Lindsey', 'yelping_since': '2/18/2013 1:28', 'review_count': '345'}, {'name': 'Kay', 'yelping_since': '11/8/2012 20:18', 'review_count': '583'}]"
8h5C4aF_MIwlLBc9JtaD7Q,"[{'name': 'Bob', 'yelping_since': '6/11/2013 22:09', 'review_count': '196'}, {'name': 'Amber', 'yelping_since': '11/7/2014 20:54', 'review_count': '6'}, {'name': 'Barry', 'yelping_since': '3/20/2013 2:25', 'review_count': '16'}, {'name': 'Diane', 'yelping_since': '8/30/2014 2:12', 'review_count': '7'}, {'name': 'Jasmin', 'yelping_since': '4/29/2017 4:59', 'review_count': '3'}, {'name': 'Jeremiah', 'yelping_since': '10/2/2012 22:06', 'review_count': '135'}, {'name': 'Dan', 'yelping_since': '3/2/2016 21:24', 'review_count': '73'}, {'name': 'DarBy', 'yelping_since': '8/20/2015 2:30', 'review_count': '11'}, {'name': 'Krista', 'yelping_since': '7/15/2017 18:39', 'review_count': '2'}, {'name': 'Ginny', 'yelping_since': '3/29/2012 0:40', 'review_count': '6'}]"
H-gllDEH0DHqE-HmzdHtKg,"[{'name': 'Bob', 'yelping_since': '6/11/2013 22:09', 'review_count': '196'}, {'name': 'Bob', 'yelping_since': '6/11/2013 22:09', 'review_count': '196'}, {'name': 'Janelle', 'yelping_since': '4/28/2016 22:33', 'review_count': '18'}, {'name': 'Nicola', 'yelping_since': '3/19/2017 19:30', 'review_count': '9'}, {'name': 'Kelly', 'yelping_since': '9/3/2012 16:07', 'review_count': '17'}, {'name': 'Kyren', 'yelping_since': '1/1/2016 4:27', 'review_count': '1'}, {'name': 'Mary', 'yelping_since': '10/2/2016 5:49', 'review_count': '32'}, {'name': 'Morgan', 'yelping_since': '2/26/2016 3:29', 'review_count': '5'}, {'name': 'Cheryl', 'yelping_since': '2/1/2017 23:13', 'review_count': '117'}, {'name': 'Shane', 'yelping_since': '7/22/2016 17:24', 'review_count': '6'}]"
riM-pBsdqRRVXtAVbLfsxQ,"[{'name': 'Bob', 'yelping_since': '6/11/2013 22:09', 'review_count': '196'}, {'name': 'Brittany', 'yelping_since': '2/10/2014 22:27', 'review_count': '21'}, {'name': 'Richard', 'yelping_since': '3/18/2013 19:53', 'review_count': '18'}, {'name': 'Glenn', 'yelping_since': '2/16/2007 23:46', 'review_count': '125'}, {'name': 'Kat', 'yelping_since': '6/11/2014 22:11', 'review_count': '264'}, {'name': 'Amy', 'yelping_since': '12/2/2009 2:49', 'review_count': '8'}, {'name': 'Cowmix', 'yelping_since': '10/13/2008 2:27', 'review_count': '5'}, {'name': 'Jeff', 'yelping_since': '9/22/2015 1:35', 'review_count': '153'}, {'name': 'Ron', 'yelping_since': '10/27/2011 2:22', 'review_count': '31'}, {'name': 'Char', 'yelping_since': '10/6/2012 22:55', 'review_count': '18'}]"
OZqAZkjhV_nyHsbnKaD1WQ,"[{'name': 'Bob', 'yelping_since': '6/11/2013 22:09', 'review_count': '196'}, {'name': 'Gregory Ignr8nv', 'yelping_since': '9/6/2011 20:49', 'review_count': '60'}, {'name': 'Nimisha', 'yelping_since': '1/16/2017 23:14', 'review_count': '4'}, {'name': 'Carey', 'yelping_since': '2/2/2012 2:30', 'review_count': '85'}, {'name': 'Jineane', 'yelping_since': '3/9/2014 3:26', 'review_count': '33'}, {'name': 'Angela', 'yelping_since': '7/6/2011 4:25', 'review_count': '17'}, {'name': 'Sarabear', 'yelping_since': '1/26/2008 16:00', 'review_count': '190'}, {'name': 'Chelsei', 'yelping_since': '2/23/2011 21:56', 'review_count': '21'}, {'name': 'Donna', 'yelping_since': '3/25/2013 20:10', 'review_count': '202'}, {'name': 'Mitch', 'yelping_since': '5/25/2015 21:46', 'review_count': '12'}]"
cUGyI6ZrMXOAMn5EIiHhtw,"[{'name': 'Natalie', 'yelping_since': '1/15/2015 5:10', 'review_count': '19'}, {'name': 'Natalie', 'yelping_since': '1/15/2015 5:10', 'review_count': '19'}, {'name': 'Kevin', 'yelping_since': '10/13/2015 3:14', 'review_count': '11'}, {'name': 'Ernest', 'yelping_since': '5/5/2014 2:08', 'review_count': '12'}, {'name': 'David', 'yelping_since': '3/11/2017 16:52', 'review_count': '6'}, {'name': 'Jennifer', 'yelping_since': '10/20/2010 23:47', 'review_count': '24'}, {'name': 'Joelle', 'yelping_since': '1/6/2011 1:17', 'review_count': '17'}, {'name': 'Derek', 'yelping_since': '5/30/2010 2:27', 'review_count': '41'}, {'name': 'Daniel', 'yelping_since': '9/6/2014 4:44', 'review_count': '8'}, {'name': 'Sarah', 'yelping_since': '11/17/2015 1:19', 'review_count': '23'}]"
H9ZYzsVPmjeV7lnQYx0MGg,"[{'name': 'Joshua', 'yelping_since': '8/23/2011 22:22', 'review_count': '5'}, {'name': 'Nydia', 'yelping_since': '1/14/2011 18:17', 'review_count': '447'}, {'name': 'Minister', 'yelping_since': '8/5/2011 2:10', 'review_count': '5'}, {'name': 'Karla', 'yelping_since': '2/14/2012 10:25', 'review_count': '48'}, {'name': 'John', 'yelping_since': '5/26/2018 19:36', 'review_count': '1'}, {'name': 'Paige', 'yelping_since': '7/10/2015 23:50', 'review_count': '6'}, {'name': 'Toby', 'yelping_since': '1/14/2010 4:20', 'review_count': '136'}, {'name': 'Rhonda', 'yelping_since': '5/3/2017 19:31', 'review_count': '1'}, {'name': 'Erica', 'yelping_since': '8/13/2016 17:24', 'review_count': '14'}, {'name': 'P', 'yelping_since': '2/28/2015 22:40', 'review_count': '18'}]"
pBwOqgpkaDmFUDYX8cbnNQ,"[{'name': 'Jen', 'yelping_since': '2/11/2011 3:53', 'review_count': '20'}, {'name': 'Jen', 'yelping_since': '2/11/2011 3:53', 'review_count': '20'}, {'name': 'HoyMay', 'yelping_since': '7/15/2012 3:40', 'review_count': '243'}, {'name': 'Lorenzo', 'yelping_since': '11/25/2015 3:19', 'review_count': '7'}, {'name': 'Lorenzo', 'yelping_since': '11/25/2015 3:19', 'review_count': '7'}, {'name': 'Lorenzo', 'yelping_since': '11/25/2015 3:19', 'review_count': '7'}, {'name': 'Kyle', 'yelping_since': '11/20/2012 0:14', 'review_count': '30'}, {'name': 'Nygil', 'yelping_since': '7/31/2011 21:08', 'review_count': '4'}, {'name': 'J', 'yelping_since': '9/29/2017 16:42', 'review_count': '26'}, {'name': 'Keith', 'yelping_since': '4/5/2013 19:39', 'review_count': '2'}]"
P2GBKrx7dJg3xeGtuU2K-A,"[{'name': 'Rebecca', 'yelping_since': '7/3/2013 15:19', 'review_count': '3'}, {'name': 'John', 'yelping_since': '2/17/2011 1:22', 'review_count': '20'}, {'name': 'Channy', 'yelping_since': '8/23/2011 5:12', 'review_count': '164'}, {'name': 'Larry', 'yelping_since': '7/10/2008 23:28', 'review_count': '186'}, {'name': 'Grant', 'yelping_since': '11/8/2012 18:33', 'review_count': '8'}, {'name': 'Dianne', 'yelping_since': '4/16/2012 16:16', 'review_count': '1'}, {'name': 'Rachel', 'yelping_since': '4/13/2013 6:48', 'review_count': '195'}, {'name': 'Rick', 'yelping_since': '9/2/2012 5:00', 'review_count': '8'}, {'name': 'Linda', 'yelping_since': '5/29/2013 9:23', 'review_count': '225'}, {'name': 'C', 'yelping_since': '12/11/2012 1:34', 'review_count': '16'}]"
lEtpTFWetCf6xnzeImLiHg,"[{'name': 'Doug', 'yelping_since': '11/6/2011 4:40', 'review_count': '18'}, {'name': 'Helenmarie', 'yelping_since': '3/15/2010 4:33', 'review_count': '68'}, {'name': 'Erin', 'yelping_since': '9/10/2008 15:20', 'review_count': '29'}, {'name': 'Liz', 'yelping_since': '2/25/2016 16:40', 'review_count': '5'}, {'name': 'Michelle', 'yelping_since': '8/21/2016 20:05', 'review_count': '2'}, {'name': 'Justin', 'yelping_since': '12/19/2010 21:52', 'review_count': '10'}, {'name': 'David', 'yelping_since': '6/5/2011 2:17', 'review_count': '9'}, {'name': 'Erin', 'yelping_since': '2/16/2014 23:59', 'review_count': '26'}, {'name': 'Geri', 'yelping_since': '6/21/2010 21:46', 'review_count': '28'}, {'name': 'Nina', 'yelping_since': '6/13/2010 23:14', 'review_count': '3'}]"
KYb1uDE-knfgYf_u7mofaA,"[{'name': 'Jessica', 'yelping_since': '6/15/2011 19:07', 'review_count': '480'}, {'name': 'Kristy', 'yelping_since': '2/17/2011 19:55', 'review_count': '101'}, {'name': 'Alie', 'yelping_since': '1/22/2009 19:52', 'review_count': '683'}, {'name': 'Christopher', 'yelping_since': '11/15/2014 18:59', 'review_count': '12'}, {'name': 'Britny', 'yelping_since': '10/31/2012 2:16', 'review_count': '3'}, {'name': 'Heather', 'yelping_since': '9/10/2014 1:02', 'review_count': '27'}, {'name': 'Yelper', 'yelping_since': '1/21/2007 11:19', 'review_count': '1396'}, {'name': 'Turd', 'yelping_since': '7/15/2017 6:34', 'review_count': '1'}, {'name': 'Jacqueline', 'yelping_since': '9/13/2017 22:18', 'review_count': '16'}, {'name': 'Sylvia', 'yelping_since': '5/28/2017 3:31', 'review_count': '15'}]"
